matchup,baseline_type,game_number,llm_side,winner,llm_won,baseline_won,draw,illegal_move,fallback_uses_this_game,llm_moves_this_game,llm_total_latency_seconds,llm_avg_latency_seconds
LLM vs Heuristic,Heuristic,36,O,X,False,True,False,False,0,6,3.3093,0.5515
LLM vs Heuristic,Heuristic,37,O,X,False,True,False,False,0,6,3.5566,0.5928
LLM vs Heuristic,Heuristic,38,O,X,False,True,False,False,0,6,3.333,0.5555
LLM vs Heuristic,Heuristic,39,O,X,False,True,False,False,0,6,3.0638,0.5106
LLM vs Heuristic,Heuristic,40,O,X,False,True,False,False,0,6,2.8526,0.4754
LLM vs Heuristic,Heuristic,41,O,X,False,True,False,False,0,6,3.605,0.6008
LLM vs Heuristic,Heuristic,42,O,X,False,True,False,False,0,6,3.1397,0.5233
LLM vs Heuristic,Heuristic,43,O,X,False,True,False,False,0,6,3.0345,0.5057
LLM vs Heuristic,Heuristic,44,O,X,False,True,False,False,0,6,3.2873,0.5479
LLM vs Heuristic,Heuristic,45,O,X,False,True,False,False,0,6,3.054,0.509
LLM vs Heuristic,Heuristic,46,O,X,False,True,False,False,0,6,3.6476,0.6079
LLM vs Heuristic,Heuristic,47,O,X,False,True,False,False,0,6,2.978,0.4963
LLM vs Heuristic,Heuristic,48,O,X,False,True,False,False,0,6,2.5929,0.4322
LLM vs Heuristic,Heuristic,49,O,X,False,True,False,False,0,6,3.3671,0.5612
LLM vs Heuristic,Heuristic,50,O,X,False,True,False,False,0,6,3.1965,0.5328
LLM vs Heuristic,Heuristic,51,O,X,False,True,False,False,0,6,3.5969,0.5995
LLM vs Heuristic,Heuristic,52,O,X,False,True,False,False,0,6,2.4954,0.4159
LLM vs Heuristic,Heuristic,53,O,X,False,True,False,False,0,6,3.5474,0.5912
LLM vs Heuristic,Heuristic,54,O,X,False,True,False,False,0,6,3.1351,0.5225
LLM vs Heuristic,Heuristic,55,O,X,False,True,False,False,0,6,3.5494,0.5916
LLM vs Heuristic,Heuristic,56,O,X,False,True,False,False,0,6,4.3355,0.7226
LLM vs Heuristic,Heuristic,57,O,X,False,True,False,False,0,6,4.7514,0.7919
LLM vs Heuristic,Heuristic,58,O,X,False,True,False,False,0,6,3.6666,0.6111
LLM vs Heuristic,Heuristic,59,O,X,False,True,False,False,0,6,3.3073,0.5512
LLM vs Heuristic,Heuristic,60,O,X,False,True,False,False,0,6,2.8984,0.4831
LLM vs Heuristic,Heuristic,61,O,X,False,True,False,False,0,6,3.3886,0.5648
LLM vs Heuristic,Heuristic,62,O,X,False,True,False,False,0,6,4.0623,0.677
LLM vs Heuristic,Heuristic,63,O,X,False,True,False,False,0,6,3.7333,0.6222
LLM vs Heuristic,Heuristic,64,O,X,False,True,False,False,0,6,3.2135,0.5356
LLM vs Heuristic,Heuristic,65,O,X,False,True,False,False,0,6,2.9358,0.4893
LLM vs Heuristic,Heuristic,66,O,X,False,True,False,False,0,6,3.5482,0.5914
LLM vs Heuristic,Heuristic,67,O,X,False,True,False,False,0,6,3.7535,0.6256
LLM vs Heuristic,Heuristic,68,O,X,False,True,False,False,0,6,3.129,0.5215
LLM vs Heuristic,Heuristic,69,O,X,False,True,False,False,0,6,2.3682,0.3947
LLM vs Heuristic,Heuristic,70,O,X,False,True,False,False,0,6,4.2085,0.7014
LLM vs Heuristic,Heuristic,71,O,X,False,True,False,False,0,6,2.9053,0.4842
LLM vs Heuristic,Heuristic,72,O,X,False,True,False,False,0,6,3.864,0.644
LLM vs Heuristic,Heuristic,73,O,X,False,True,False,False,0,6,3.0599,0.51
LLM vs Heuristic,Heuristic,74,O,X,False,True,False,False,0,6,3.3967,0.5661
LLM vs Heuristic,Heuristic,75,O,X,False,True,False,False,0,6,2.988,0.498
LLM vs Heuristic,Heuristic,76,O,X,False,True,False,False,0,6,3.5161,0.586
LLM vs Heuristic,Heuristic,77,O,X,False,True,False,False,0,6,3.2075,0.5346
LLM vs Heuristic,Heuristic,78,O,X,False,True,False,False,0,6,3.3406,0.5568
LLM vs Heuristic,Heuristic,79,O,X,False,True,False,False,0,6,4.7159,0.786
LLM vs Heuristic,Heuristic,80,O,X,False,True,False,False,0,6,3.8477,0.6413
LLM vs Heuristic,Heuristic,81,O,X,False,True,False,False,0,6,3.3711,0.5619
LLM vs Heuristic,Heuristic,82,O,X,False,True,False,False,0,6,4.0554,0.6759
LLM vs Heuristic,Heuristic,83,O,X,False,True,False,False,0,6,2.5945,0.4324
LLM vs Heuristic,Heuristic,84,O,X,False,True,False,False,0,6,2.9509,0.4918
LLM vs Heuristic,Heuristic,85,O,X,False,True,False,False,0,6,3.01,0.5017
LLM vs Heuristic,Heuristic,86,O,X,False,True,False,False,0,6,3.8739,0.6457
LLM vs Heuristic,Heuristic,87,O,X,False,True,False,False,0,6,3.4494,0.5749
LLM vs Heuristic,Heuristic,88,O,X,False,True,False,False,0,6,3.5082,0.5847
LLM vs Heuristic,Heuristic,89,O,X,False,True,False,False,0,6,3.8438,0.6406
LLM vs Heuristic,Heuristic,90,O,X,False,True,False,False,0,6,3.612,0.602
LLM vs Heuristic,Heuristic,91,O,X,False,True,False,False,0,6,3.1021,0.517
LLM vs Heuristic,Heuristic,92,O,X,False,True,False,False,0,6,3.4944,0.5824
LLM vs Heuristic,Heuristic,93,O,X,False,True,False,False,0,6,4.3339,0.7223
LLM vs Heuristic,Heuristic,94,O,X,False,True,False,False,0,6,3.2308,0.5385
LLM vs Heuristic,Heuristic,95,O,X,False,True,False,False,0,6,4.0381,0.673
LLM vs Heuristic,Heuristic,96,O,X,False,True,False,False,0,6,2.3699,0.395
LLM vs Heuristic,Heuristic,97,O,X,False,True,False,False,0,6,3.4334,0.5722
LLM vs Heuristic,Heuristic,98,O,X,False,True,False,False,0,6,3.8152,0.6359
LLM vs Heuristic,Heuristic,99,O,X,False,True,False,False,0,6,3.3534,0.5589
LLM vs Heuristic,Heuristic,100,O,X,False,True,False,False,0,6,3.8721,0.6454
LLM vs Minimax,Minimax,1,X,O,False,True,False,False,0,8,4.6299,0.5787
LLM vs Minimax,Minimax,2,X,O,False,True,False,False,0,8,4.5394,0.5674
LLM vs Minimax,Minimax,3,X,O,False,True,False,False,0,8,3.6818,0.4602
LLM vs Minimax,Minimax,4,X,O,False,True,False,False,0,8,3.7564,0.4695
LLM vs Minimax,Minimax,5,X,O,False,True,False,False,0,8,4.1821,0.5228
LLM vs Minimax,Minimax,6,X,O,False,True,False,False,0,8,5.1655,0.6457
LLM vs Minimax,Minimax,7,X,O,False,True,False,False,0,8,4.6593,0.5824
LLM vs Minimax,Minimax,8,X,O,False,True,False,False,0,8,5.9778,0.7472
LLM vs Minimax,Minimax,9,X,O,False,True,False,False,0,8,5.6796,0.7099
LLM vs Minimax,Minimax,10,X,O,False,True,False,False,0,8,4.4999,0.5625
LLM vs Minimax,Minimax,11,X,O,False,True,False,False,0,8,4.2807,0.5351
LLM vs Minimax,Minimax,12,X,O,False,True,False,False,0,8,4.8473,0.6059
LLM vs Minimax,Minimax,13,X,O,False,True,False,False,0,8,5.2907,0.6613
LLM vs Minimax,Minimax,14,X,O,False,True,False,False,0,8,5.182,0.6478
LLM vs Minimax,Minimax,15,X,O,False,True,False,False,0,8,4.6367,0.5796
LLM vs Minimax,Minimax,16,X,O,False,True,False,False,0,8,3.9718,0.4965
LLM vs Minimax,Minimax,17,X,O,False,True,False,False,0,8,3.8412,0.4802
LLM vs Minimax,Minimax,18,X,O,False,True,False,False,0,8,4.2517,0.5315
LLM vs Minimax,Minimax,19,X,O,False,True,False,False,0,8,4.5154,0.5644
LLM vs Minimax,Minimax,20,X,O,False,True,False,False,0,8,5.0901,0.6363
LLM vs Minimax,Minimax,21,X,O,False,True,False,False,0,8,4.8199,0.6025
LLM vs Minimax,Minimax,22,X,O,False,True,False,False,0,8,4.0333,0.5042
LLM vs Minimax,Minimax,23,X,O,False,True,False,False,0,8,4.5251,0.5656
LLM vs Minimax,Minimax,24,X,O,False,True,False,False,0,8,5.0795,0.6349
LLM vs Minimax,Minimax,25,X,O,False,True,False,False,0,8,4.3596,0.545
LLM vs Minimax,Minimax,26,X,O,False,True,False,False,0,8,4.1897,0.5237
LLM vs Minimax,Minimax,27,X,O,False,True,False,False,0,8,5.1127,0.6391
LLM vs Minimax,Minimax,28,X,O,False,True,False,False,0,8,4.9232,0.6154
LLM vs Minimax,Minimax,29,X,O,False,True,False,False,0,8,4.2838,0.5355
LLM vs Minimax,Minimax,30,X,O,False,True,False,False,0,8,4.1699,0.5212
LLM vs Minimax,Minimax,31,X,O,False,True,False,False,0,8,4.4097,0.5512
LLM vs Minimax,Minimax,32,X,O,False,True,False,False,0,8,4.8002,0.6
LLM vs Minimax,Minimax,33,X,O,False,True,False,False,0,8,4.2728,0.5341
LLM vs Minimax,Minimax,34,X,O,False,True,False,False,0,8,4.6223,0.5778
LLM vs Minimax,Minimax,35,X,O,False,True,False,False,0,8,4.8627,0.6078
LLM vs Minimax,Minimax,36,X,O,False,True,False,False,0,8,4.7829,0.5979
LLM vs Minimax,Minimax,37,X,O,False,True,False,False,0,8,4.6612,0.5826
LLM vs Minimax,Minimax,38,X,O,False,True,False,False,0,8,4.3389,0.5424
LLM vs Minimax,Minimax,39,X,O,False,True,False,False,0,8,4.9177,0.6147
LLM vs Minimax,Minimax,40,X,O,False,True,False,False,0,8,4.7176,0.5897
LLM vs Minimax,Minimax,41,X,O,False,True,False,False,0,8,4.3343,0.5418
LLM vs Minimax,Minimax,42,X,O,False,True,False,False,0,8,4.9114,0.6139
LLM vs Minimax,Minimax,43,X,O,False,True,False,False,0,8,5.2293,0.6537
LLM vs Minimax,Minimax,44,X,O,False,True,False,False,0,8,4.9009,0.6126
LLM vs Minimax,Minimax,45,X,O,False,True,False,False,0,8,4.11,0.5137
LLM vs Minimax,Minimax,46,X,O,False,True,False,False,0,8,5.4821,0.6853
LLM vs Minimax,Minimax,47,X,O,False,True,False,False,0,8,4.17,0.5213
LLM vs Minimax,Minimax,48,X,O,False,True,False,False,0,8,4.6566,0.5821
LLM vs Minimax,Minimax,49,X,O,False,True,False,False,0,8,4.8785,0.6098
LLM vs Minimax,Minimax,50,X,O,False,True,False,False,0,8,4.5149,0.5644
LLM vs Minimax,Minimax,51,X,O,False,True,False,False,0,8,5.2793,0.6599
LLM vs Minimax,Minimax,52,X,O,False,True,False,False,0,8,4.834,0.6043
LLM vs Minimax,Minimax,53,X,O,False,True,False,False,0,8,4.5213,0.5652
LLM vs Minimax,Minimax,54,X,O,False,True,False,False,0,8,4.3476,0.5434
LLM vs Minimax,Minimax,55,X,O,False,True,False,False,0,8,5.3935,0.6742
LLM vs Minimax,Minimax,56,X,O,False,True,False,False,0,8,4.3662,0.5458
LLM vs Minimax,Minimax,57,X,O,False,True,False,False,0,8,5.104,0.638
LLM vs Minimax,Minimax,58,X,O,False,True,False,False,0,8,4.9482,0.6185
LLM vs Minimax,Minimax,59,X,O,False,True,False,False,0,8,5.2004,0.65
LLM vs Minimax,Minimax,60,X,O,False,True,False,False,0,8,4.7938,0.5992
LLM vs Minimax,Minimax,61,X,O,False,True,False,False,0,8,5.9067,0.7383
LLM vs Minimax,Minimax,62,X,O,False,True,False,False,0,8,4.778,0.5972
LLM vs Minimax,Minimax,63,X,O,False,True,False,False,0,8,5.083,0.6354
LLM vs Minimax,Minimax,64,X,O,False,True,False,False,0,8,4.4739,0.5592
LLM vs Minimax,Minimax,65,X,O,False,True,False,False,0,8,4.6054,0.5757
LLM vs Minimax,Minimax,66,X,O,False,True,False,False,0,8,3.6098,0.4512
LLM vs Minimax,Minimax,67,X,O,False,True,False,False,0,8,4.5776,0.5722
LLM vs Minimax,Minimax,68,X,O,False,True,False,False,0,8,5.4052,0.6757
LLM vs Minimax,Minimax,69,X,O,False,True,False,False,0,8,4.9977,0.6247
LLM vs Minimax,Minimax,70,X,O,False,True,False,False,0,8,4.3811,0.5476
LLM vs Minimax,Minimax,71,X,O,False,True,False,False,0,8,4.4074,0.5509
LLM vs Minimax,Minimax,72,X,O,False,True,False,False,0,8,5.8183,0.7273
LLM vs Minimax,Minimax,73,X,O,False,True,False,False,0,8,4.3237,0.5405
LLM vs Minimax,Minimax,74,X,O,False,True,False,False,0,8,4.4989,0.5624
LLM vs Minimax,Minimax,75,X,O,False,True,False,False,0,8,4.3976,0.5497
LLM vs Minimax,Minimax,76,X,O,False,True,False,False,0,8,4.7339,0.5917
LLM vs Minimax,Minimax,77,X,O,False,True,False,False,0,8,5.5308,0.6913
LLM vs Minimax,Minimax,78,X,O,False,True,False,False,0,8,4.2365,0.5296
LLM vs Minimax,Minimax,79,X,O,False,True,False,False,0,8,4.0837,0.5105
LLM vs Minimax,Minimax,80,X,O,False,True,False,False,0,8,4.7736,0.5967
LLM vs Minimax,Minimax,81,X,O,False,True,False,False,0,8,5.2439,0.6555
LLM vs Minimax,Minimax,82,X,O,False,True,False,False,0,8,5.4367,0.6796
LLM vs Minimax,Minimax,83,X,O,False,True,False,False,0,8,3.6271,0.4534
LLM vs Minimax,Minimax,84,X,O,False,True,False,False,0,8,5.0963,0.637
LLM vs Minimax,Minimax,85,X,O,False,True,False,False,0,8,5.7033,0.7129
LLM vs Minimax,Minimax,86,X,O,False,True,False,False,0,8,4.7352,0.5919
LLM vs Minimax,Minimax,87,X,O,False,True,False,False,0,8,3.737,0.4671
LLM vs Minimax,Minimax,88,X,O,False,True,False,False,0,8,5.0531,0.6316
LLM vs Minimax,Minimax,89,X,O,False,True,False,False,0,8,5.2011,0.6501
LLM vs Minimax,Minimax,90,X,O,False,True,False,False,0,8,4.3899,0.5487
LLM vs Minimax,Minimax,91,X,O,False,True,False,False,0,8,4.6031,0.5754
LLM vs Minimax,Minimax,92,X,O,False,True,False,False,0,8,5.1892,0.6487
LLM vs Minimax,Minimax,93,X,O,False,True,False,False,0,8,4.8284,0.6036
LLM vs Minimax,Minimax,94,X,O,False,True,False,False,0,8,4.7584,0.5948
LLM vs Minimax,Minimax,95,X,O,False,True,False,False,0,8,5.3697,0.6712
LLM vs Minimax,Minimax,96,X,O,False,True,False,False,0,8,4.4203,0.5525
LLM vs Minimax,Minimax,97,X,O,False,True,False,False,0,8,5.4449,0.6806
LLM vs Minimax,Minimax,98,X,O,False,True,False,False,0,8,4.8581,0.6073
LLM vs Minimax,Minimax,99,X,O,False,True,False,False,0,8,4.3958,0.5495
LLM vs Minimax,Minimax,100,X,O,False,True,False,False,0,8,4.7961,0.5995
LLM vs Minimax,Minimax,1,O,X,False,True,False,False,0,4,2.2649,0.5662
LLM vs Minimax,Minimax,2,O,X,False,True,False,False,0,4,2.5935,0.6484
LLM vs Minimax,Minimax,3,O,X,False,True,False,False,0,8,4.5854,0.5732
LLM vs Minimax,Minimax,4,O,X,False,True,False,False,0,4,2.3345,0.5836
LLM vs Minimax,Minimax,5,O,X,False,True,False,False,0,10,5.4832,0.5483
LLM vs Minimax,Minimax,6,O,X,False,True,False,False,0,4,2.685,0.6712
LLM vs Minimax,Minimax,7,O,X,False,True,False,False,0,4,2.5888,0.6472
LLM vs Minimax,Minimax,8,O,X,False,True,False,False,0,4,2.3527,0.5882
LLM vs Minimax,Minimax,9,O,X,False,True,False,False,0,10,6.9761,0.6976
LLM vs Minimax,Minimax,10,O,X,False,True,False,False,0,4,3.0706,0.7677
LLM vs Minimax,Minimax,11,O,X,False,True,False,False,0,10,6.6629,0.6663
LLM vs Minimax,Minimax,12,O,X,False,True,False,False,0,4,2.1883,0.5471
LLM vs Minimax,Minimax,13,O,X,False,True,False,False,0,8,3.216,0.402
LLM vs Minimax,Minimax,14,O,X,False,True,False,False,0,4,2.2647,0.5662
LLM vs Minimax,Minimax,15,O,X,False,True,False,False,0,10,6.5096,0.651
LLM vs Minimax,Minimax,16,O,X,False,True,False,False,0,10,5.6294,0.5629
LLM vs Minimax,Minimax,17,O,X,False,True,False,False,0,10,5.7714,0.5771
LLM vs Minimax,Minimax,18,O,X,False,True,False,False,0,4,2.56,0.64
LLM vs Minimax,Minimax,19,O,X,False,True,False,False,0,4,2.2797,0.5699
LLM vs Minimax,Minimax,20,O,X,False,True,False,False,0,4,2.7173,0.6793
LLM vs Minimax,Minimax,21,O,X,False,True,False,False,0,11,6.6271,0.6025
LLM vs Minimax,Minimax,22,O,X,False,True,False,False,0,4,2.6944,0.6736
LLM vs Minimax,Minimax,23,O,X,False,True,False,False,0,10,6.0557,0.6056
LLM vs Minimax,Minimax,24,O,X,False,True,False,False,0,4,2.8098,0.7024
LLM vs Minimax,Minimax,25,O,X,False,True,False,False,0,4,1.94,0.485
LLM vs Minimax,Minimax,26,O,X,False,True,False,False,0,4,2.702,0.6755
LLM vs Minimax,Minimax,27,O,X,False,True,False,False,0,8,4.1363,0.517
LLM vs Minimax,Minimax,28,O,X,False,True,False,False,0,4,2.5187,0.6297
LLM vs Minimax,Minimax,29,O,X,False,True,False,False,0,10,5.6689,0.5669
LLM vs Minimax,Minimax,30,O,X,False,True,False,False,0,4,3.046,0.7615
LLM vs Minimax,Minimax,31,O,X,False,True,False,False,0,10,4.9841,0.4984
LLM vs Minimax,Minimax,32,O,X,False,True,False,False,0,10,6.254,0.6254
LLM vs Minimax,Minimax,33,O,X,False,True,False,False,0,4,2.3909,0.5977
LLM vs Minimax,Minimax,34,O,X,False,True,False,False,0,4,2.1963,0.5491
LLM vs Minimax,Minimax,35,O,X,False,True,False,False,0,4,1.9666,0.4916
LLM vs Minimax,Minimax,36,O,X,False,True,False,False,0,4,2.3052,0.5763
LLM vs Minimax,Minimax,37,O,X,False,True,False,False,0,8,3.9843,0.498
LLM vs Minimax,Minimax,38,O,X,False,True,False,False,0,4,2.2138,0.5535
LLM vs Minimax,Minimax,39,O,X,False,True,False,False,0,10,6.219,0.6219
LLM vs Minimax,Minimax,40,O,X,False,True,False,False,0,4,1.6072,0.4018
LLM vs Minimax,Minimax,41,O,X,False,True,False,False,0,4,3.1041,0.776
LLM vs Minimax,Minimax,42,O,X,False,True,False,False,0,4,2.0075,0.5019
LLM vs Minimax,Minimax,43,O,X,False,True,False,False,0,4,2.5824,0.6456
LLM vs Minimax,Minimax,44,O,X,False,True,False,False,0,10,6.0729,0.6073
LLM vs Minimax,Minimax,45,O,X,False,True,False,False,0,4,2.4922,0.6231
LLM vs Minimax,Minimax,46,O,X,False,True,False,False,0,4,2.2646,0.5661
LLM vs Minimax,Minimax,47,O,X,False,True,False,False,0,4,2.2371,0.5593
LLM vs Minimax,Minimax,48,O,X,False,True,False,False,0,4,2.6795,0.6699
LLM vs Minimax,Minimax,49,O,X,False,True,False,False,0,4,2.1503,0.5376
LLM vs Minimax,Minimax,50,O,X,False,True,False,False,0,10,5.8685,0.5869
LLM vs Minimax,Minimax,51,O,X,False,True,False,False,0,4,1.8566,0.4641
LLM vs Minimax,Minimax,52,O,X,False,True,False,False,0,4,2.4801,0.62
LLM vs Minimax,Minimax,53,O,X,False,True,False,False,0,4,2.2423,0.5606
LLM vs Minimax,Minimax,54,O,X,False,True,False,False,0,10,5.031,0.5031
LLM vs Minimax,Minimax,55,O,X,False,True,False,False,0,4,2.5017,0.6254
LLM vs Minimax,Minimax,56,O,X,False,True,False,False,0,10,6.1401,0.614
LLM vs Minimax,Minimax,57,O,X,False,True,False,False,0,10,5.882,0.5882
LLM vs Minimax,Minimax,58,O,X,False,True,False,False,0,4,1.9617,0.4904
LLM vs Minimax,Minimax,59,O,X,False,True,False,False,0,10,5.8262,0.5826
LLM vs Minimax,Minimax,60,O,X,False,True,False,False,0,4,1.8534,0.4634
LLM vs Minimax,Minimax,61,O,X,False,True,False,False,0,4,2.3834,0.5959
LLM vs Minimax,Minimax,62,O,X,False,True,False,False,0,4,3.0438,0.7609
LLM vs Minimax,Minimax,63,O,X,False,True,False,False,0,10,5.0025,0.5002
LLM vs Minimax,Minimax,64,O,X,False,True,False,False,0,11,6.5235,0.593
LLM vs Minimax,Minimax,65,O,X,False,True,False,False,0,8,3.4608,0.4326
LLM vs Minimax,Minimax,66,O,X,False,True,False,False,0,4,2.2229,0.5557
LLM vs Minimax,Minimax,67,O,X,False,True,False,False,0,8,3.7345,0.4668
LLM vs Minimax,Minimax,68,O,X,False,True,False,False,0,4,1.7795,0.4449
LLM vs Minimax,Minimax,69,O,X,False,True,False,False,0,4,1.817,0.4543
LLM vs Minimax,Minimax,70,O,X,False,True,False,False,0,4,1.576,0.394
LLM vs Minimax,Minimax,71,O,X,False,True,False,False,0,8,4.4066,0.5508
LLM vs Minimax,Minimax,72,O,X,False,True,False,False,0,11,5.9333,0.5394
LLM vs Minimax,Minimax,73,O,X,False,True,False,False,0,4,2.5717,0.6429
LLM vs Minimax,Minimax,74,O,X,False,True,False,False,0,4,1.8452,0.4613
LLM vs Minimax,Minimax,75,O,X,False,True,False,False,0,4,2.002,0.5005
LLM vs Minimax,Minimax,76,O,X,False,True,False,False,0,8,3.7397,0.4675
LLM vs Minimax,Minimax,77,O,X,False,True,False,False,0,4,2.267,0.5668
LLM vs Minimax,Minimax,78,O,X,False,True,False,False,0,4,2.1988,0.5497
LLM vs Minimax,Minimax,79,O,X,False,True,False,False,0,4,2.8567,0.7142
LLM vs Minimax,Minimax,80,O,X,False,True,False,False,0,4,1.8884,0.4721
LLM vs Minimax,Minimax,81,O,X,False,True,False,False,0,4,2.6982,0.6745
LLM vs Minimax,Minimax,82,O,X,False,True,False,False,0,4,2.2568,0.5642
LLM vs Minimax,Minimax,83,O,X,False,True,False,False,0,4,2.113,0.5282
LLM vs Minimax,Minimax,84,O,X,False,True,False,False,0,4,2.5844,0.6461
LLM vs Minimax,Minimax,85,O,X,False,True,False,False,0,4,2.1216,0.5304
LLM vs Minimax,Minimax,86,O,X,False,True,False,False,0,4,2.1224,0.5306
LLM vs Minimax,Minimax,87,O,X,False,True,False,False,0,10,5.1371,0.5137
LLM vs Minimax,Minimax,88,O,X,False,True,False,False,0,4,2.1273,0.5318
LLM vs Minimax,Minimax,89,O,X,False,True,False,False,0,4,3.6477,0.9119
LLM vs Minimax,Minimax,90,O,X,False,True,False,False,0,4,2.1865,0.5466
LLM vs Minimax,Minimax,91,O,X,False,True,False,False,0,4,2.4861,0.6215
LLM vs Minimax,Minimax,92,O,X,False,True,False,False,0,4,1.7937,0.4484
LLM vs Minimax,Minimax,93,O,X,False,True,False,False,0,4,1.7921,0.448
LLM vs Minimax,Minimax,94,O,X,False,True,False,False,0,4,1.7599,0.44
LLM vs Minimax,Minimax,95,O,X,False,True,False,False,0,4,1.8336,0.4584
LLM vs Minimax,Minimax,96,O,X,False,True,False,False,0,8,4.1919,0.524
LLM vs Minimax,Minimax,97,O,X,False,True,False,False,0,4,2.324,0.581
LLM vs Minimax,Minimax,98,O,X,False,True,False,False,0,8,4.3058,0.5382
LLM vs Minimax,Minimax,99,O,X,False,True,False,False,0,4,2.3993,0.5998
LLM vs Minimax,Minimax,100,O,X,False,True,False,False,0,9,4.9004,0.5445
